Rk,Player,SB,From,To,Age,G,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GIDP,HBP,SH,SF,IBB,Pos,Team,Player-additional
3682,Willis Moody,0,1929,1929,30-30,1,4,4,0,1,1,0,0,0,2,0,,0,,.250,.250,.250,.500,22,1,,0,0,,,/7,HG,moodywi01
3683,Leo Moon,0,1932,1932,33-33,1,2,2,0,1,1,0,0,0,1,0,0,0,1,.500,.500,.500,1.000,152,1,,0,0,,0,/1,CLE,moonle01
3684,Jim Mooney,0,1931,1934,24-27,92,113,105,7,11,11,0,0,0,6,0,0,4,11,.105,.138,.105,.242,-33,11,0,0,4,,0,1,NYGSTL,mooneji01
3685,Clarence Moore,0,1928,1928,20-20,1,2,2,0,1,1,0,0,0,1,0,,0,,.500,.500,.500,1.000,158,1,,0,0,,,/3,AC,moorecl01
3686,Euel Moore,0,1934,1936,26-28,61,83,81,7,15,15,0,0,0,6,0,0,1,18,.185,.195,.185,.380,-2,15,2,0,1,,0,1,NYGPHI,mooreeu01
3687,Whitey Moore,0,1936,1941,24-29,123,171,154,7,16,15,1,0,0,4,0,0,4,30,.104,.127,.110,.237,-35,17,4,0,13,,0,1,CIN,moorewh01
3688,Dee Moore,0,1936,1937,22-23,13,25,23,6,5,2,2,1,0,1,0,0,1,5,.217,.280,.391,.671,85,9,0,1,0,,0,/2H1,CIN,moorede01
3689,Jack Moore,0,1939,1939,,1,2,1,0,1,1,0,0,0,1,0,,1,,1.000,1.000,1.000,2.000,482,1,,,0,,,/7,CBR,mooreja02
3690,Carlos Moore,0,1930,1930,23-23,4,4,4,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,,0,0,,0,/1,WSH,mooreca01
3691,Roy Moore,0,1920,1923,21-24,86,167,155,16,37,30,3,0,4,16,0,1,10,33,.239,.285,.335,.620,60,52,,0,2,,,1/H9,DETPHA,moorero01
3692,Cy Moore,0,1929,1934,24-29,148,142,133,5,17,16,1,0,0,3,0,1,3,21,.128,.147,.135,.282,-25,18,2,0,4,,0,1/H,BROPHI,moorecy01
3693,Bill Moore,0,1925,1925,22-22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,,/1,DET,moorebi01
3694,Bill Moore,0,1926,1927,24-25,49,101,87,9,18,16,2,0,0,4,0,0,13,10,.207,.310,.230,.540,44,20,,0,1,,,2/H,BOS,moorebi02
3695,Jim Moore,0,1928,1932,24-28,46,38,35,1,4,2,2,0,0,2,0,0,1,8,.114,.139,.171,.310,-19,6,,0,2,,0,1,CHWCLE,mooreji01
3696,Wilcy Moore,0,1927,1933,30-36,261,225,205,9,21,19,1,0,1,4,0,0,6,97,.102,.128,.122,.250,-33,25,,0,14,,0,1,BOSNYY,moorewi01
3697,John Moore,0,1929,1929,,3,8,7,1,1,1,0,0,0,0,0,,1,,.143,.250,.143,.393,5,1,,0,0,,,/6,BBB,moorejo03
3698,Moore,0,1923,1923,,5,10,8,1,1,1,0,0,0,1,0,,0,,.125,.125,.125,.250,-35,1,,0,2,,,/1,ABC,moore04
3699,Jake Mooty,0,1936,1941,24-29,80,107,97,8,20,19,1,0,0,3,0,2,3,14,.206,.230,.216,.446,27,21,4,0,7,,0,1/H,CHCCIN,mootyja01
3700,Hiker Moran,0,1938,1939,26-27,7,9,6,1,1,1,0,0,0,1,0,0,2,1,.167,.375,.167,.542,56,1,1,0,1,,0,/1,BSN,moranhi01
3701,Nate Moreland,0,1940,1940,26-26,17,40,40,4,10,9,0,1,0,5,0,,0,,.250,.250,.300,.550,45,12,,,0,,,1/9,BEG,morelna01
3702,Cy Morgan,0,1921,1922,25-26,19,5,5,0,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,,0,0,,,1,BSN,morgacy02
3703,Eddie Morgan,0,1936,1937,21-22,39,79,66,8,14,10,3,0,1,8,0,1,11,11,.212,.325,.303,.628,71,20,0,0,2,,1,H/9378,BROSTL,morgaed02
3704,Pepper Morgan,0,1937,1938,,13,49,46,2,6,6,0,0,0,2,0,0,2,,.130,.167,.130,.297,-17,6,,0,1,,,/789,IAMRS,morgape01
3705,Morgan,0,1936,1936,,1,2,2,0,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,0,,,/9,PS,morga03
3706,Leon Morgan,0,1928,1928,22-22,1,2,2,0,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,0,,,/9,BBB,morgale01
3707,Ed Moriarty,0,1935,1936,22-23,14,40,40,5,12,8,2,1,1,1,0,0,0,7,.300,.300,.475,.775,113,19,0,0,0,,0,/4H,BSN,moriaed01
3708,Bill Morrell,0,1926,1931,33-38,48,45,37,6,6,6,0,0,0,1,0,1,5,4,.162,.262,.162,.424,15,6,,0,2,,0,1,NYGWSH,morrebi01
3709,Al Morris,0,1930,1930,,18,48,41,5,11,7,3,1,0,6,0,,3,,.268,.318,.390,.708,91,16,,0,4,,,/29748,LVBNEG,morrial01
3710,Barney Morris,0,1932,1938,22-28,47,125,114,12,23,23,0,0,0,8,0,,6,,.202,.242,.202,.443,27,23,,0,5,,0,1/9,CTMRMNEPC,morriba01
3711,Jimmy Morrison,0,1930,1930,,3,1,1,1,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,0,,,/7,MRS,morriji02
3712,Bugs Bennett,0,1921,1921,29-29,6,7,7,0,3,3,0,0,0,0,0,0,0,2,.429,.429,.429,.857,120,3,,0,0,,,/1,CHWSLB,morribu01
3713,Doyt Morris,0,1937,1937,20-20,6,13,13,0,2,2,0,0,0,0,0,0,0,3,.154,.154,.154,.308,-22,2,,0,0,,0,/H78,PHA,morrido01
3714,Phil Morrison,0,1921,1921,26-26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,,/1,PIT,morriph01
3715,Ed Morris,0,1922,1931,22-31,140,241,221,21,43,30,9,3,1,18,0,0,7,67,.195,.219,.276,.495,30,61,,0,12,,0,1,BOSCHC,morried02
3716,Guy Morrison,0,1927,1928,31-32,12,9,8,1,1,0,0,0,1,1,0,0,1,3,.125,.222,.500,.722,95,4,,0,0,,0,1,BSN,morrigu01
3717,Bill Morrisette,0,1920,1920,25-25,8,8,8,2,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,,0,0,,,/1,DET,morribi01
3718,Johnny Morrison,0,1920,1930,24-34,297,566,511,37,84,72,6,6,0,31,0,1,15,113,.164,.190,.200,.389,1,102,,1,39,,0,1,BROPIT,morrijo04
3719,Bud Morse,0,1929,1929,24-24,8,27,27,1,2,2,0,0,0,0,0,0,0,2,.074,.074,.074,.148,-62,2,,0,0,,0,/4,PHA,morsebu01
3720,Sy Morton,0,1940,1940,18-18,3,6,5,1,1,1,0,0,0,1,0,,1,,.200,.333,.200,.533,44,1,,,0,,,/65,PS,mortosy01
3721,Guy Morton,0,1920,1924,27-31,140,211,194,10,36,32,3,1,0,13,0,0,4,33,.186,.202,.211,.413,7,41,,0,11,,,1,CLE,mortogu01
3722,Arnie Moser,0,1937,1937,21-21,5,5,5,0,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,,0,/H,CIN,moserar01
3723,C.D. Mosley,0,1935,1935,,2,3,3,0,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,0,,,/1,HG,moslecd01
3724,Jim Mosolf,0,1929,1933,23-27,118,219,190,39,56,42,9,3,2,28,0,0,22,21,.295,.374,.405,.779,107,77,1,2,5,,0,H79/81,CHCPIT,mosolji01
3725,Porter Moss,0,1932,1941,22-31,44,97,89,7,19,15,4,0,0,7,0,0,2,,.213,.231,.258,.489,41,23,,0,6,,0,1/79,AB2CAGCTKCMMRS,mosspo01
3726,Ray Moss,0,1926,1931,24-29,117,162,149,15,22,17,4,1,0,12,0,1,7,37,.148,.191,.188,.379,-4,28,,1,5,,0,1/H,BROBSN,mossra01
3727,Mal Moss,0,1930,1930,25-25,12,11,11,0,3,3,0,0,0,2,0,0,0,3,.273,.273,.273,.545,32,3,,0,0,,0,1,CHC,mossma01
3728,Moten,0,1937,1937,,1,1,1,0,1,1,0,0,0,1,0,,0,,1.000,1.000,1.000,2.000,454,1,,0,0,,0,/2,CT,moten01
3729,Les Mueller,0,1941,1941,22-22,4,3,3,0,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,,0,/1,DET,muellle01
3730,Joe Muich,0,1924,1924,20-20,3,3,3,0,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,,0,0,,,/1,BSN,muichjo01
3731,Hugh Mulcahy,0,1935,1940,21-26,200,395,362,23,60,53,7,0,0,21,0,1,11,46,.166,.190,.185,.375,3,67,13,0,22,,1,1/H9,PHI,mulcahu01
3732,A. Mullen,0,1928,1928,,6,12,12,0,3,3,0,0,0,1,0,,0,,.250,.250,.250,.500,37,3,,0,0,,,/9,BBB,mullea01
3733,Joe Mulligan,0,1934,1934,20-20,14,14,12,0,0,0,0,0,0,0,0,0,1,10,.000,.077,.000,.077,-79,0,,0,1,,0,1,BOS,mullijo02
3734,Dick Mulligan,0,1941,1941,23-23,1,3,3,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,,0,/1,WSH,mullidi01
3735,Dominic Mulrenan,0,1921,1921,27-27,12,22,20,1,3,3,0,0,0,1,0,0,0,2,.150,.190,.150,.340,-11,3,,1,1,,,1,CHW,mulredo01
3736,Frank Mulroney,0,1930,1930,27-27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,0,/1,BOS,mulrofr01
3737,Bob Muncrief,0,1937,1941,21-25,39,84,76,8,18,16,1,1,0,5,0,1,3,14,.237,.266,.276,.542,42,21,2,0,5,,0,1,SLB,muncrbo01
3738,John Mungin,0,1925,1927,20-22,24,46,44,2,4,4,0,0,0,1,0,,1,,.091,.111,.091,.202,-47,4,,0,1,,,1,BBSHBG,mungijo01
3739,Les Munns,0,1934,1936,25-27,64,56,54,4,11,8,2,1,0,2,0,0,1,13,.204,.218,.278,.496,34,15,1,0,0,,0,1/H,BROSTL,munnsle01
3740,Tim Murchison,0,1920,1920,23-23,2,1,1,0,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,,0,0,,,/1,CLE,murchti01
3741,Murdock,0,1924,1924,,1,2,2,0,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,0,,,/1,ABC,murdo02
3742,Walter Murphy,0,1931,1931,23-23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,0,/1,BOS,murphwa01
3743,Murphy,0,1922,1922,,2,2,2,0,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,0,,,/1,KCM,murph09
3744,Tony Murray,0,1923,1923,19-19,2,5,4,0,1,1,0,0,0,0,0,0,0,0,.250,.400,.250,.650,75,1,,1,0,,,/879,CHC,murrato02
3745,George Murray,0,1922,1933,23-34,110,152,137,9,24,21,1,1,1,8,0,0,3,39,.175,.199,.219,.418,9,30,,1,11,,0,1,BOSCHWNYYWSH,murrage01
3746,Amby Murray,0,1936,1936,23-23,4,4,4,0,1,1,0,0,0,0,0,0,0,0,.250,.250,.250,.500,39,1,0,0,0,,0,/1,BSN,murraam01
3747,Jim Murray,0,1922,1922,27-27,4,2,2,0,1,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,159,1,,0,0,,,/1,BRO,murraji02
3748,Murray,0,1938,1938,,1,1,1,0,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,0,,,/1,BBB,murra03
3749,Murray,0,1940,1940,,1,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,,,0,,,/1,BEG,murra04
3750,Danny Musser,0,1932,1932,26-26,1,2,2,0,1,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,162,1,,0,0,,0,/5H,WSH,musseda01
3751,Alex Mustaikis,0,1940,1940,31-31,6,6,6,0,2,1,1,0,0,3,0,0,0,2,.333,.333,.500,.833,109,3,0,0,0,,0,/1,BOS,mustaal01
3752,Elmer Myers,0,1920,1922,26-28,61,135,129,17,32,27,4,1,0,16,0,0,3,11,.248,.265,.295,.560,46,38,,0,3,,,1,BOSCLE,myersel01
3753,Sam Nahem,0,1938,1941,22-25,27,34,28,2,6,6,0,0,0,1,0,0,0,6,.214,.214,.214,.429,17,6,1,0,6,,0,1,BROSTL,nahemsa01
3754,Pete Naktenis,0,1936,1939,22-25,10,5,5,0,1,1,0,0,0,0,0,0,0,0,.200,.200,.200,.400,0,1,0,0,0,,0,1,CINPHA,naktepe01
3755,Frank Naleway,0,1924,1924,21-21,1,4,2,0,0,0,0,0,0,0,0,0,1,0,.000,.333,.000,.333,-8,0,,0,1,,,/6,CHW,nalewfr01
3756,Arthur Nance,0,1929,1929,,3,8,8,0,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,0,,,/64,CAG,nancear01
3757,Eudie Napier,0,1939,1941,26-28,7,27,21,2,5,4,1,0,0,2,0,,5,,.238,.385,.286,.670,93,6,,,1,,,/2,HG,napieeu01
3758,Buddy Napier,0,1920,1921,30-31,31,34,28,3,5,2,2,1,0,1,0,0,6,5,.179,.324,.321,.645,80,9,,0,0,,,1,CIN,napiebu01
3759,Sam Narron,0,1935,1935,21-21,4,7,7,0,3,3,0,0,0,0,0,0,0,0,.429,.429,.429,.857,127,3,0,0,0,,0,/H2,STL,narrosa01
3760,Leonard Nash,0,1929,1929,,1,2,1,0,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,1,,,/7,CAG,nashle01
3761,George Nash,0,1928,1933,21-26,25,54,52,4,6,5,1,0,0,2,0,,1,,.115,.132,.135,.267,-26,7,,0,1,,,1,BBBIDMRSNEG,nashge01
3762,Rollie Naylor,0,1920,1924,28-32,147,265,246,21,45,39,5,0,1,9,0,0,12,85,.183,.227,.215,.442,16,53,,2,5,,,1/H,PHA,nayloro01
3763,Mike Naymick,0,1939,1940,21-22,15,10,9,0,1,1,0,0,0,0,0,0,1,5,.111,.200,.111,.311,-17,1,0,0,0,,0,1,CLE,naymimi01
3764,Neal,0,1940,1940,,1,2,2,0,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,,0,,,/1,HG,neal02
3765,Henry Nears,0,1940,1940,33-33,5,12,12,0,5,5,0,0,0,3,0,,0,,.417,.417,.417,.833,155,5,,,0,,,/928,MRS,nearshe01
3766,Ramón Neele,0,1932,1932,,5,8,8,1,2,1,0,1,0,1,0,,0,,.250,.250,.500,.750,104,4,,0,0,,,/1,CUP,neelera01
3767,Booker Neely,0,1932,1932,,1,3,3,1,1,1,0,0,0,0,0,,0,,.333,.333,.333,.667,109,1,,0,0,,,/1,LVB,neelybo01
3768,Bob Neighbors,0,1939,1939,21-21,7,11,11,3,2,1,0,0,1,1,0,0,0,1,.182,.182,.455,.636,56,5,0,0,0,,0,/6H,SLB,neighbo01
3769,Ernie Neitzke,0,1921,1921,26-26,11,29,25,3,6,6,0,0,0,2,0,0,4,4,.240,.345,.240,.585,53,6,,0,0,,,/791H8,BOS,neitzer01
3770,Bots Nekola,0,1929,1933,22-26,11,5,4,1,2,1,1,0,0,1,0,0,0,1,.500,.500,.750,1.250,226,3,,0,1,,0,1,DETNYY,nekolbo01
3771,Everett Nelson,0,1932,1933,,16,39,37,3,7,6,1,0,0,5,0,,1,,.189,.211,.216,.427,30,8,,0,1,,,1/9,IDMGS,nelsoev01
3772,Emmett Nelson,0,1935,1936,30-31,25,22,21,1,3,3,0,0,0,0,0,0,0,10,.143,.143,.143,.286,-21,3,1,0,1,,0,1,CIN,nelsoem01
3773,Nelson,0,1922,1922,,1,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,,0,0,,,/1,DS,nelso04
3774,Hal Neubauer,0,1925,1925,23-23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,,/1,BOS,neubaha01
3775,Ernie Nevers,0,1926,1928,24-26,45,61,60,2,12,10,2,0,0,1,0,0,0,18,.200,.200,.233,.433,11,14,,0,1,,0,1/H,SLB,neverer01
3776,Floyd Newkirk,0,1934,1934,25-25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,0,/1,NYY,newkifl01
3777,Joel Newkirk,0,1920,1920,24-24,2,3,3,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,,0,0,,,/1,CHC,newkijo01
3778,Maury Newlin,0,1940,1941,26-27,15,8,8,0,1,1,0,0,0,1,0,0,0,4,.125,.125,.125,.250,-35,1,1,0,0,,0,1,SLB,newlima01
3779,Newman,0,1940,1940,,1,1,1,1,1,1,0,0,0,0,0,,0,,1.000,1.000,1.000,2.000,511,1,,,0,,,/1,MRS,newma03
3780,Omer Newsome,0,1923,1929,23-29,75,146,137,13,29,26,1,2,0,13,0,,4,,.212,.239,.248,.488,29,34,,1,4,,,1/3,ABCDMDSMRSWP,newsoom01
3781,Dick Newsome,0,1941,1941,31-31,36,86,78,3,19,16,3,0,0,8,0,0,2,22,.244,.263,.282,.545,43,22,0,0,6,,0,1,BOS,newsodi01
3782,Billy Nicholas,0,1935,1936,,5,2,2,0,1,1,0,0,0,0,0,,0,,.500,.500,.500,1.000,155,1,,0,0,,,/1,BENE,nichobi02
3783,Chet Nichols,0,1926,1932,28-34,54,39,38,3,8,7,1,0,0,3,0,0,1,7,.211,.231,.237,.468,15,9,,0,0,,0,1H,NYGPHIPIT,nichoch01
3784,Charlie Niebergall,0,1921,1924,22-25,54,102,92,9,21,14,7,0,0,8,0,0,5,11,.228,.276,.304,.580,56,28,,1,4,,,2H,STL,niebech01
3785,Dick Niehaus,0,1920,1920,27-27,19,11,9,0,4,4,0,0,0,1,0,0,2,3,.444,.545,.444,.990,160,4,,0,0,,,1,CLE,niehadi01
3786,Johnny Niggeling,0,1938,1941,34-37,64,138,124,5,21,20,1,0,0,8,0,0,7,34,.169,.214,.177,.391,3,22,4,0,7,,0,1,BSNCINSLB,niggejo01
3787,Willie Nixon,0,1940,1941,23-24,31,113,102,13,25,16,5,2,2,11,0,,8,,.245,.300,.392,.692,111,40,,,3,,,9/78,BBBJRCNE,nixonwi02
3788,Nolan,0,1920,1920,,2,7,4,1,0,0,0,0,0,0,0,,2,,.000,.333,.000,.333,1,0,,0,1,,,/3,KCM,nolan02
3789,Elbert Norman,0,1926,1926,29-29,4,15,15,1,1,1,0,0,0,0,0,,0,,.067,.067,.067,.133,-65,1,,0,0,,,/6,CEL,normael01
3790,Bill Norman,0,1931,1932,20-21,37,110,103,13,21,15,5,1,0,8,0,1,6,13,.204,.248,.272,.520,39,28,,0,1,,0,8/H7,CHW,normabi01
3791,Slim Norris,0,1930,1930,22-22,15,58,53,5,15,10,4,1,0,6,0,,4,,.283,.333,.396,.730,97,21,,0,1,,,5,LVB,norrisl01
3792,Lou North,0,1920,1924,29-33,168,139,132,12,27,24,1,1,1,10,0,0,4,22,.205,.228,.250,.478,30,33,,0,3,,,1/H,BSNSTL,northlo01
3793,Lou Novikoff,0,1941,1941,25-25,62,216,203,22,49,36,8,0,5,24,0,0,11,15,.241,.284,.355,.638,82,72,7,1,1,,2,7/H9,CHC,noviklo01
3794,Buford Nunley,0,1932,1932,20-20,5,15,14,1,3,3,0,0,0,2,0,,0,,.214,.214,.214,.429,34,3,,0,1,,,/3,LRG,nunlebu01
3795,Bill Nuttall,0,1924,1926,,24,44,39,2,6,5,1,0,0,0,0,,3,,.154,.214,.179,.394,6,7,,0,2,,,1,ACNLG,nuttabi01
3796,Charles Oakley,0,1936,1940,,3,3,2,0,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,1,,,/1,PSSNS,oaklech01
3797,Prince Oana,0,1934,1934,24-24,6,21,21,3,5,4,1,0,0,3,0,0,0,1,.238,.238,.286,.524,33,6,1,0,0,,0,/7H,PHI,oanapr01
3798,Dink O'Brien,0,1923,1923,28-28,15,23,21,3,7,5,2,0,0,0,0,0,2,1,.333,.391,.429,.820,107,9,,0,0,,,/2H,PHI,o'bridi01
3799,Whitey Ock,0,1935,1935,23-23,1,4,3,0,0,0,0,0,0,0,0,0,1,2,.000,.250,.000,.250,-26,0,0,0,0,,0,/2,BRO,ockwh01
3800,John O'Connell,0,1928,1929,24-25,3,9,8,1,1,0,1,0,0,0,0,0,1,1,.125,.222,.250,.472,16,2,,0,0,,0,/2,PIT,o'conjo03
3801,Ted Odenwald,0,1921,1922,19-20,11,3,3,0,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,,0,0,,,1,CLE,odenwte01
3802,Heinie Odom,0,1925,1925,24-24,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,413,1,,0,0,,,/5,NYY,odomhe01
3803,Harry O'Donnell,0,1927,1927,33-33,16,18,16,1,1,1,0,0,0,2,0,,2,2,.063,.167,.063,.229,-36,1,,0,0,,,2/H,PHI,o'donha01
3804,Joe Oeschger,0,1920,1925,28-33,224,380,361,21,79,69,10,0,0,30,0,0,8,48,.219,.236,.247,.482,32,89,,0,11,,,1/H,BROBSNNYGPHI,oeschjo01
3805,Mose Offutt,0,1925,1925,25-25,20,35,34,2,5,5,0,0,0,0,0,,1,,.147,.171,.147,.318,-14,5,,,0,,,1,ABC,offutmo01
3806,Curly Ogden,0,1922,1926,21-25,97,139,135,8,33,29,3,1,0,11,0,0,2,14,.244,.255,.281,.537,40,38,,0,2,,,1/H,PHAWSH,ogdencu01
3807,Jack Ogden,0,1928,1932,30-34,122,181,169,15,34,28,4,2,0,17,0,0,7,35,.201,.233,.249,.481,26,42,,0,5,,0,1/H,CINSLB,ogdenja01
3808,Jim Oglesby,0,1936,1936,30-30,3,13,11,0,2,2,0,0,0,2,0,0,2,0,.182,.308,.182,.490,25,2,,0,0,,0,/3,PHA,oglesji01
3809,Joe Ogrodowski,0,1925,1925,18-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,,/1,BSN,ogrodjo01
3810,Frank Okrie,0,1920,1920,23-23,21,6,5,1,1,1,0,0,0,0,0,0,0,3,.200,.200,.200,.400,8,1,,0,1,,,1,DET,okriefr01
3811,Jimmy Oldham,0,1920,1923,27-30,56,130,123,10,26,21,5,0,0,11,0,,5,,.211,.242,.252,.494,36,31,,0,2,,,1,SLGSLS,oldhaji01
3812,Charley O'Leary,0,1934,1934,58-58,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,403,1,,0,0,,0,/H,SLB,o'leach01
3813,Ole Olsen,0,1922,1923,27-28,56,52,47,1,8,6,2,0,0,3,0,1,1,8,.170,.188,.213,.400,5,10,,0,4,,,1/H,DET,olsenol01
3814,Barney Olsen,0,1941,1941,21-21,24,78,73,13,21,13,6,1,1,4,0,0,4,11,.288,.325,.438,.763,117,32,1,0,1,,0,8/H,CHC,olsenba01
3815,Ted Olson,0,1936,1938,23-25,18,18,18,0,4,2,1,1,0,0,0,0,0,4,.222,.222,.389,.611,47,7,,0,0,,0,1,BOS,olsonte01
3816,Oran O'Neal,0,1925,1927,26-28,13,8,7,0,1,1,0,0,0,0,0,0,1,0,.143,.250,.143,.393,1,1,,0,0,,,1,PHI,o'neask01
3817,Harry O'Neill,0,1939,1939,22-22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,/2,PHA,o'neiha02
3818,Harry O'Neill,0,1922,1923,25-26,4,1,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,,0,0,,,/1,PHA,o'neiha01
3819,Manuel Onis,0,1935,1935,26-26,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,444,1,0,0,0,,0,/2,BRO,onisra01
3820,Eddie Onslow,0,1927,1927,34-34,9,19,18,1,4,3,1,0,0,1,0,0,1,0,.222,.263,.278,.541,42,5,,0,0,,,/3H,WSH,onsloed01
3821,Orange,0,1928,1928,,1,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,,0,0,,,/7,CTG,orang01
3822,George Orme,0,1920,1920,28-28,4,11,6,4,2,2,0,0,0,1,0,0,3,0,.333,.556,.333,.889,143,2,,0,0,,,/98H,BOS,ormege01
3823,Joe O'Rourke,0,1929,1929,24-24,3,3,3,0,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,,0,0,,0,/H,PHI,o'roujo02
3824,Roberto Ortiz,0,1941,1941,26-26,22,82,79,10,26,22,1,2,1,17,0,1,3,10,.329,.354,.430,.784,111,34,2,0,0,,0,9/H,WSH,ortizro01
3825,Bob Osborn,0,1925,1931,22-28,121,152,144,2,22,19,2,1,0,11,0,0,0,40,.153,.153,.181,.333,-14,26,,0,8,,0,1,CHCPIT,osborbo01
3826,Wayne Osborne,0,1935,1936,22-23,8,8,8,1,2,2,0,0,0,0,0,0,0,3,.250,.250,.250,.500,39,2,0,0,0,,0,/1H,BSNPIT,osborwa01
3827,Julius Osley,0,1937,1938,22-23,9,7,7,0,2,2,0,0,0,0,0,,0,,.286,.286,.286,.571,64,2,,0,0,,,/1,BBB,osleyju01
3828,Red Ostergard,0,1921,1921,25-25,12,11,11,2,4,4,0,0,0,0,0,0,0,2,.364,.364,.364,.727,87,4,,0,0,,,H,CHW,osterre01
3829,Fritz Ostermueller,0,1934,1941,26-33,239,460,422,36,98,79,15,4,0,38,0,0,18,42,.232,.265,.287,.552,38,121,6,1,19,,0,1/H,BOSSLB,osterfr01
3830,Johnny Oulliber,0,1933,1933,22-22,22,82,75,9,20,19,1,0,0,3,0,0,4,5,.267,.313,.280,.593,55,21,,1,2,,0,7/9H,CLE,oullijo01
3831,Guy Ousley,0,1931,1932,20-21,13,49,42,3,7,7,0,0,0,5,0,,6,,.167,.271,.167,.437,27,7,,0,1,,,6/45,CAGLVBMRS,ouslegu01
3832,Albert Overton,0,1932,1937,28-33,10,19,18,0,3,3,0,0,0,0,0,,1,,.167,.211,.167,.377,14,3,,0,0,,,/178,LRGPS,overtal01
3833,Albert Owens,0,1930,1930,,3,5,5,0,2,1,1,0,0,0,0,,0,,.400,.400,.600,1.000,167,3,,0,0,,,/1,NEG,owensal01
3834,Smoky Owens,0,1938,1940,26-28,15,35,32,1,6,5,1,0,0,4,0,,0,,.188,.188,.219,.406,19,7,,0,3,,,1,CBRJRC,owenssm01
3835,Roosevelt Owens,0,1934,1937,,9,18,12,3,4,2,0,2,0,0,0,,1,,.333,.385,.667,1.051,181,8,,0,5,,,/1,BBSNDNE,owensro01
3836,Jack Owens,0,1935,1935,27-27,2,8,8,0,2,2,0,0,0,1,0,0,0,1,.250,.250,.250,.500,30,2,,0,0,,0,/2,PHA,owensja01
3837,Horace Ozmer,0,1923,1923,22-22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,,/1,PHA,ozmerdo01
3838,Brother Pace,0,1922,1922,28-28,24,79,71,13,16,10,4,1,1,9,0,,4,,.225,.276,.352,.628,70,25,,1,3,,,2/5,PK,pacebr01
3839,Sam Page,0,1939,1939,23-23,4,9,7,0,3,3,0,0,0,0,0,0,1,3,.429,.500,.429,.929,143,3,1,0,1,,0,/1,PHA,pagesa01
3840,Vance Page,0,1938,1941,32-35,96,103,93,5,22,17,5,0,0,7,0,0,5,21,.237,.276,.290,.566,54,27,2,0,4,,0,1/H,CHC,pageva01
3841,Phil Page,0,1928,1934,22-28,31,18,18,0,3,3,0,0,0,1,0,0,0,4,.167,.167,.167,.333,-13,3,0,0,0,,0,1,BRODET,pageph01
