Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB▼,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary,Name-additional
217,Jack Ryan,24,BOS,2,3,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,,0,0,,0,/7H9,ryanja03
218,Don Savidge,20,WSH,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,0,/1,saviddo01
219,Joe Shaute*,29,CLE,26,65,58,4,17,5,0,0,7,0,0,2,11,.293,.317,.379,.696,76,22,,0,5,,0,1,shautjo01
220,Roy Sherid,22,NYY,33,57,50,1,9,1,0,0,5,0,0,4,19,.180,.241,.200,.441,18,10,,0,3,,0,1,sheriro01
221,Milt Shoffner*,23,CLE,11,15,15,1,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,,0,0,,0,1,shoffmi01
222,Bill Shores,25,PHA,39,52,40,5,5,0,0,0,0,0,0,6,16,.125,.239,.125,.364,-5,5,,0,6,,0,1,shorebi01
223,Frank Sigafoos,25,TOT,21,36,26,4,5,1,0,0,3,0,2,7,5,.192,.364,.231,.594,56,6,,0,2,,0,/456H,sigaffr01
224,Pat Simmons,20,BOS,2,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,,0,0,,0,/1,simmopa01
225,George Smith,27,DET,14,15,12,3,5,1,0,0,2,0,0,2,1,.417,.500,.500,1.000,158,6,,0,0,,0,1,smithge03
226,Vic Sorrell,28,DET,36,88,83,9,12,1,0,0,6,0,0,1,28,.145,.155,.157,.311,-20,13,,0,4,,0,1,sorrevi01
227,Roy Spencer,29,WSH,50,130,116,18,18,4,0,1,9,0,0,8,15,.155,.222,.216,.438,13,25,,2,4,,1,2H,spencro01
228,Jerry Standaert,27,BOS,19,21,18,1,3,2,0,0,4,0,0,3,2,.167,.286,.278,.563,47,5,,0,0,,0,H3,standje01
229,Lefty Stewart,28,SLB,23,58,51,3,6,3,0,0,8,0,0,1,13,.118,.135,.176,.311,-22,9,,0,6,,0,1,stewale01
230,Stuffy Stewart,35,WSH,22,7,6,10,0,0,0,0,0,0,1,1,0,.000,.143,.000,.143,-60,0,,0,0,,0,H/4,stewast01
231,Fred Stiely*,28,SLB,1,3,3,1,2,1,0,0,0,0,0,0,0,.667,.667,1.000,1.667,318,3,,0,0,,0,/1,stielfr01
232,Lil Stoner,30,DET,24,15,15,0,1,0,0,0,0,0,0,0,3,.067,.067,.067,.133,-66,1,,0,0,,0,1,stoneli01
233,Ed Strelecki,24,SLB,7,2,2,1,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,,0,0,,0,/1,streled01
234,Karl Swanson*,28,CHW,2,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,,0,0,,0,/H,swanska01
235,Doug Taitt*,26,TOT,73,211,189,17,39,11,0,0,18,0,1,16,18,.206,.272,.265,.536,40,50,,1,4,,1,9H7,taittdo01
236,Myles Thomas,31,TOT,27,58,55,6,15,1,0,0,4,0,0,2,6,.273,.298,.291,.589,52,16,,0,1,,0,1,thomamy01
237,Tommy Thomas,29,CHW,37,104,98,9,25,4,0,0,10,0,0,5,14,.255,.291,.296,.587,53,29,,0,1,,0,1/H,thomato02
238,George Uhle,30,DET,40,116,108,18,37,1,1,0,13,0,0,6,6,.343,.377,.370,.748,93,40,,0,2,,0,1/H,uhlege01
239,Elam Vangilder,33,DET,6,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,,0,0,,0,/1,vangiel01
240,Rube Walberg*,32,PHA,40,112,103,11,23,2,0,1,11,0,0,3,17,.223,.245,.272,.517,31,28,,0,6,,0,1,walberu01
241,Ed Walsh,24,CHW,25,48,43,5,10,2,1,0,6,0,0,3,9,.233,.298,.326,.623,62,14,,1,1,,0,1/H,walshed02
242,Bob Weiland*,23,CHW,15,21,18,0,2,0,0,0,0,0,0,2,10,.111,.200,.111,.311,-17,2,,0,1,,0,1,weilabo01
243,Ed Wells*,29,NYY,31,84,74,8,17,0,0,0,7,0,0,6,8,.230,.296,.230,.526,41,17,,1,3,,0,1,wellsed01
244,Julie Wera,27,NYY,5,14,12,1,5,0,0,0,2,0,0,1,1,.417,.462,.417,.878,133,5,,0,1,,0,/5H,weraju01
245,Earl Whitehill*,30,DET,38,100,90,10,23,2,0,3,11,0,0,6,17,.256,.302,.378,.680,74,34,,0,4,,0,1,whiteea01
246,Ed Wineapple*,23,WSH,1,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,,0,0,,0,/1,wineaed01
247,Larry Woodall,34,DET,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,,0,0,,0,/H,woodala01
248,Whit Wyatt,21,DET,4,10,10,0,1,0,0,0,0,0,0,0,1,.100,.100,.100,.200,-48,1,,0,0,,0,/1,wyattwh01
249,Emil Yde#,29,DET,46,52,48,8,16,1,1,0,3,0,0,3,6,.333,.373,.396,.768,98,19,,0,1,,0,1H/8,ydeem01
250,Carroll Yerkes,26,PHA,19,11,10,1,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,,0,0,,0,1,yerkeca01
251,Tom Zachary*,33,NYY,26,49,42,3,10,1,0,0,5,0,0,1,8,.238,.273,.262,.535,42,11,,1,5,,0,1,zachato01
252,Jimmy Zinn*,34,CLE,20,51,42,7,16,4,1,1,8,0,0,4,2,.381,.447,.595,1.042,163,25,,1,3,,0,1/H,zinnji01
