"","Player","doubles","triples","home_runs","singles"
"27","Sam Jethroe",0.0690161527165932,0.0234948604992658,0.013215859030837,0.180616740088106
"28","Willie Wells",0.0566328779197885,0.0143234905244601,0.0308505949757602,0.182899955927721
"29","Hank Thompson",0.044822256568779,0.0231839258114374,0.0231839258114374,0.190108191653787
"30","Darius Bea",0.083969465648855,0.0152671755725191,0.0229007633587786,0.190839694656489
"31","Rap Dixon",0.0503833515881709,0.0197152245345016,0.031763417305586,0.184008762322015
"32","Edgar Wesley",0.0470809792843691,0.0103578154425612,0.0386064030131827,0.189736346516008
"33","Wyman Smith",0.109243697478992,0.00840336134453781,0.0168067226890756,0.168067226890756
"34","Charlie Blackwell",0.0423020167240531,0.0206591244466306,0.0211510083620266,0.192326610919823
"35","Dobie Moore",0.0587649402390438,0.024402390438247,0.0169322709163347,0.217131474103586
"36","Bob Boyd",0.0645161290322581,0.00645161290322581,0.0129032258064516,0.258064516129032
"37","Babe Melton",0.0429864253393665,0.0407239819004525,0.0361990950226244,0.178733031674208
"38","George Scales",0.0597072419106317,0.0119414483821263,0.024653312788906,0.168721109399076
"39","Bill Hoskins",0.0426573426573427,0.0258741258741259,0.0223776223776224,0.204895104895105
"40","Alejandro Oms",0.0575479566305254,0.0150125104253545,0.0258548790658882,0.185988323603002
"41","Dave Harper",0.0458015267175573,0.0381679389312977,0,0.213740458015267
"42","Les Pearson",0.025,0.0333333333333333,0.0166666666666667,0.208333333333333
"43","Oscar Boone",0.0288461538461538,0.00961538461538462,0,0.259615384615385
"44","Butch Davis",0.0416666666666667,0.0416666666666667,0.0104166666666667,0.222222222222222
"45","Rags Roberts",0.040650406504065,0.024390243902439,0,0.203252032520325
"46","Tetelo Vargas",0.0484739676840215,0.0179533213644524,0.00538599640933573,0.245960502692998
"47","Roy Campanella",0.0571428571428571,0.0142857142857143,0.0202380952380952,0.196428571428571
"48","L. Davis",0.0437158469945355,0.0327868852459016,0.0163934426229508,0.185792349726776
"49","Luke Easter",0.0471698113207547,0.0212264150943396,0.0259433962264151,0.155660377358491
"50","Neil Robinson",0.050949050949051,0.013986013986014,0.01998001998002,0.175824175824176
"51","Piper Davis",0.0506535947712418,0.0212418300653595,0.0130718954248366,0.189542483660131
"52","Fred Long",0.0576271186440678,0.0372881355932203,0.023728813559322,0.172881355932203
"53","Bob Thurman",0.0489690721649485,0.0180412371134021,0.0206185567010309,0.219072164948454
"54","Martín Dihigo",0.0432926829268293,0.0115853658536585,0.0414634146341463,0.169512195121951
"55","Willie Bobo",0.05249343832021,0.015748031496063,0.0170603674540682,0.176509186351706
"56","Johnny Davis",0.0439963336388634,0.0109990834097159,0.0265811182401467,0.181484876260312
"57","José Colás",0.0769230769230769,0.0341880341880342,0.00854700854700855,0.179487179487179
"58","Sonny Harris",0.0699300699300699,0.020979020979021,0.00699300699300699,0.153846153846154
"59","Roy Parnell",0.0503273322422259,0.0196399345335516,0.0159574468085106,0.208265139116203
